0.547956, 0.559743
0.527551, 0.551702
0.536269, 0.557133
0.54219, 0.565243
0.547654, 0.567399
0.550864, 0.568006
0.551701, 0.568096
0.546721, 0.56316
0.53841, 0.555354
0.51502, 0.527413
0.507456, 0.523792
0.510161, 0.528243
0.513459, 0.527306
0.515902, 0.527665
0.51491, 0.52581
0.510857, 0.512957
0.496162, 0.503433
0.49338, 0.494679
0.487766, 0.489828
0.476392, 0.475284
0.470309, 0.462087
0.468076, 0.474067
0.477485, 0.479747
0.481489, 0.493122
0.488102, 0.501678
0.496041, 0.519281
0.506533, 0.539495
0.509268, 0.546414
0.503634, 0.543328
0.483922, 0.500349
0.489338, 0.509191
0.489606, 0.512504
0.493448, 0.519744
0.493891, 0.512913
0.494208, 0.508468
0.490515, 0.505548
0.489584, 0.502075
0.489709, 0.496259
0.486241, 0.496013
0.485691, 0.50488
0.486738, 0.50386
0.493604, 0.509873
0.496025, 0.517117
0.500047, 0.520312
0.498066, 0.518722
0.491126, 0.503856
0.494158, 0.50264
0.491094, 0.502178
0.491094, 0.502178
